Series Name,Series Code,Country Name,Country Code,2014 [YR2014]
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Belize,BLZ,8050.28762107266
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Benin,BEN,2001.12916130051
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bermuda,BMU,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bhutan,BTN,7366.42412644897
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bolivia,BOL,6324.82725807651
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bosnia and Herzegovina,BIH,10493.7955037872
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Botswana,BWA,15914.6702156725
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Brazil,BRA,15370.9963698253
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,British Virgin Islands,VGB,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Brunei Darussalam,BRN,76089.2865740815
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Bulgaria,BGR,16302.2183469108
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Burkina Faso,BFA,1535.71559684149
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Burundi,BDI,803.172837396172
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cabo Verde,CPV,5928.19902448465
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cambodia,KHM,3124.31929344401
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cameroon,CMR,2903.53769658062
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Canada,CAN,42946.3593352852
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cayman Islands,CYM,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Central African Republic,CAF,601.785891773644
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Chad,TCD,2076.65000798778
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Channel Islands,CHI,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Chile,CHL,22226.4524735545
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,China,CHN,12758.6486713903
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Colombia,COL,12715.9673914398
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Comoros,COM,1432.08874813164
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Congo, Dem. Rep.",COD,725.730118035762
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Congo, Rep.",COG,5538.05555380491
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Costa Rica,CRI,14392.042244228
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cote d'Ivoire,CIV,3054.53487386428
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Croatia,HRV,20136.0937002048
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cuba,CUB,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Curacao,CUW,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Cyprus,CYP,29711.131105238
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Czech Republic,CZE,29119.6166119074
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Denmark,DNK,45082.1520529814
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Djibouti,DJI,2996.94103148031
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Dominica,DMA,10373.084117888
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Dominican Republic,DOM,12639.0915494073
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Ecuador,ECU,10922.8287974978
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Egypt, Arab Rep.",EGY,9879.79935855302
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,El Salvador,SLV,7707.06945900356
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Equatorial Guinea,GNQ,31193.9632543541
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Eritrea,ERI,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Estonia,EST,26957.2434269855
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Ethiopia,ETH,1424.52698442707
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Faroe Islands,FRO,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Fiji,FJI,8354.27610977764
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Finland,FIN,39017.5372069548
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,France,FRA,37531.4291184908
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,French Polynesia,PYF,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Gabon,GAB,16678.4595948923
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Gambia, The",GMB,1563.92320437533
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Georgia,GEO,8749.15618927352
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Germany,DEU,43417.7306148796
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Ghana,GHA,3868.59106954135
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Gibraltar,GIB,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Greece,GRC,23989.1362443091
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Greenland,GRL,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Grenada,GRD,12039.9988692818
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Guam,GUM,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Guatemala,GTM,7147.42922806486
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Guinea,GIN,1211.51765316696
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Guinea-Bissau,GNB,1394.36550791707
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Guyana,GUY,6891.47103917002
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Haiti,HTI,1652.85480345734
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Honduras,HND,4231.32506716223
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Hong Kong SAR, China",HKG,52700.5214686749
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Hungary,HUN,24016.3003779153
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Iceland,ISL,41424.4383686147
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,India,IND,5389.90438446687
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Indonesia,IDN,10003.0890293448
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Iran, Islamic Rep.",IRN,16450.721364066
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Iraq,IRQ,14696.6405774947
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Ireland,IRL,48885.6189407966
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Isle of Man,IMN,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Israel,ISR,31812.628750316
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Italy,ITA,33945.8434460471
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Jamaica,JAM,8053.05205519723
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Japan,JPN,37322.8485556418
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Jordan,JOR,8622.15659777321
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kazakhstan,KAZ,23586.0564564767
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kenya,KEN,2753.02692616296
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kiribati,KIR,1842.39618232903
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Korea, Dem. People’s Rep.",PRK,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Korea, Rep.",KOR,33425.6895931418
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kosovo,XKX,8644.86530770263
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kuwait,KWT,70831.8277598363
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Kyrgyz Republic,KGZ,3181.64216292265
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Lao PDR,LAO,5133.30132248528
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Latvia,LVA,22265.4600527624
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Lebanon,LBN,13491.6853623498
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Lesotho,LSO,2664.27543214678
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Liberia,LBR,804.719886747093
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Libya,LBY,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Liechtenstein,LIE,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Lithuania,LTU,26251.3740114305
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Luxembourg,LUX,93829.9679918413
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Macao SAR, China",MAC,130755.16577546
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Macedonia, FYR",MKD,12298.3829339517
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Madagascar,MDG,1372.02096103812
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Malawi,MWI,1090.3672076732
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Malaysia,MYS,24195.9045343839
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Maldives,MDV,11899.3344795375
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mali,MLI,1865.16062183071
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Malta,MLT,32340.9345360379
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Marshall Islands,MHL,3656.55233556323
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mauritania,MRT,3655.38850918163
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mauritius,MUS,18255.8697234297
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mexico,MEX,16459.0571877063
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Micronesia, Fed. Sts.",FSM,3178.27846690886
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Moldova,MDA,4762.7808726743
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Monaco,MCO,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mongolia,MNG,11348.6472864727
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Montenegro,MNE,14796.5575171959
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Morocco,MAR,7070.71909841681
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Mozambique,MOZ,1079.82153338471
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Myanmar,MMR,4770.01209867368
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Namibia,NAM,9630.69828736637
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nauru,NRU,12561.4463359568
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nepal,NPL,2266.18429824848
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Netherlands,NLD,45668.4414721322
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,New Caledonia,NCL,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,New Zealand,NZL,34468.7685615064
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nicaragua,NIC,4784.83046071357
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Niger,NER,900.134290337719
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Nigeria,NGA,5671.90058268818
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Northern Mariana Islands,MNP,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Norway,NOR,63286.6881074226
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Oman,OMN,40282.6876070143
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Pakistan,PAK,4576.2270153496
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Palau,PLW,13277.1680474307
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Panama,PAN,19871.8380707006
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Papua New Guinea,PNG,2620.88240255585
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Paraguay,PRY,8501.54353959203
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Peru,PER,11545.3876412251
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Philippines,PHL,6585.8959487121
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Poland,POL,24346.2065619407
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Portugal,PRT,26023.6736207204
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Puerto Rico,PRI,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Qatar,QAT,120860.06755829
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Romania,ROU,19666.9527029716
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Russian Federation,RUS,24880.0815142893
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Rwanda,RWA,1615.52333612209
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Samoa,WSM,5511.1631119163
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,San Marino,SMR,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sao Tome and Principe,STP,2893.36956670752
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Saudi Arabia,SAU,49958.44333723
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Senegal,SEN,2220.75481968255
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Serbia,SRB,13112.8166471251
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Seychelles,SYC,25218.4090907832
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sierra Leone,SLE,1692.1420670707
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Singapore,SGP,80305.4498844556
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sint Maarten (Dutch part),SXM,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Slovak Republic,SVK,27237.623232657
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Slovenia,SVN,28459.9143442423
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Solomon Islands,SLB,2020.71477627807
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Somalia,SOM,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,South Africa,ZAF,12462.0264519479
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,South Sudan,SSD,1989.56025643488
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Spain,ESP,31193.3262140462
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sri Lanka,LKA,10650.3886307795
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Kitts and Nevis,KNA,23483.0123814268
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Lucia,LCA,10522.3666056644
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Martin (French part),MAF,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,St. Vincent and the Grenadines,VCT,10307.2224276766
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sudan,SDN,4188.33481399507
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Suriname,SUR,15323.1964180229
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Swaziland,SWZ,8084.09979691064
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Sweden,SWE,44167.6318669891
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Switzerland,CHE,56680.436499409
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Syrian Arab Republic,SYR,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tajikistan,TJK,2546.50048351137
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tanzania,TZA,2402.0993456211
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Thailand,THA,14853.4645255668
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Timor-Leste,TLS,2110.31481184208
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Togo,TGO,1315.3402595533
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tonga,TON,5030.95511777156
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Trinidad and Tobago,TTO,31595.5600105422
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tunisia,TUN,10751.4460749743
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Turkey,TUR,22401.8804311394
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Turkmenistan,TKM,14332.3657698371
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Turks and Caicos Islands,TCA,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Tuvalu,TUV,3265.84697371187
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Uganda,UGA,1666.47791727348
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Ukraine,UKR,8243.47351509088
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,United Arab Emirates,ARE,64126.8920864343
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,United Kingdom,GBR,37983.1331850652
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,United States,USA,51830.9905658402
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Uruguay,URY,19827.5649843219
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Uzbekistan,UZB,5370.86580208835
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Vanuatu,VUT,2892.34160435097
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Venezuela, RB",VEN,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Vietnam,VNM,5370.20997993582
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Virgin Islands (U.S.),VIR,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,West Bank and Gaza,PSE,..
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,"Yemen, Rep.",YEM,3766.8060009874
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Zambia,ZMB,3632.50375331402
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Zimbabwe,ZWE,1908.4775944695
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Arab World,ARB,15140.192880374
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Caribbean small states,CSS,14436.3101209475
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Central Europe and the Baltics,CEB,23446.6045510243
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Early-demographic dividend,EAR,7969.64997204203
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,East Asia & Pacific,EAS,14518.4666779539
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,East Asia & Pacific (excluding high income),EAP,11520.243340064
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,East Asia & Pacific (IDA & IBRD countries),TEA,11643.1045004683
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Euro area,EMU,37097.4757878672
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Europe & Central Asia,ECS,28353.2534586787
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Europe & Central Asia (excluding high income),ECA,18460.5670325469
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Europe & Central Asia (IDA & IBRD countries),TEC,18957.1532801412
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,European Union,EUU,34940.6047471768
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Fragile and conflict affected situations,FCS,3802.18165671903
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Heavily indebted poor countries (HIPC),HPC,2002.05183159958
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,High income,HIC,42058.1037076242
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,IBRD only,IBD,11283.2917788184
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,IDA & IBRD total,IBT,9295.06623429884
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,IDA blend,IDB,4709.13621881959
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,IDA only,IDX,2504.02602854541
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,IDA total,IDA,3244.4868351784
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Late-demographic dividend,LTE,14559.3346827888
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Latin America & Caribbean,LCN,14659.7098620517
"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,Latin America & Caribbean (excluding high income),LAC,14209.3889681775
