Series Name,Series Code,Country Name,Country Code,2014 [YR2014]
GDP (current US$),NY.GDP.MKTP.CD,Hungary,HUN,139294565100.565
GDP (current US$),NY.GDP.MKTP.CD,Iceland,ISL,17178962757.4324
GDP (current US$),NY.GDP.MKTP.CD,India,IND,2035393459980.06
GDP (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,890814755233.225
GDP (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,425326068422.881
GDP (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,234648370497.427
GDP (current US$),NY.GDP.MKTP.CD,Ireland,IRL,256271345442.586
GDP (current US$),NY.GDP.MKTP.CD,Isle of Man,IMN,7428280401.5139
GDP (current US$),NY.GDP.MKTP.CD,Israel,ISR,308769389865.564
GDP (current US$),NY.GDP.MKTP.CD,Italy,ITA,2151732834411.5
GDP (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,13897561173.4853
GDP (current US$),NY.GDP.MKTP.CD,Japan,JPN,4848733415523.53
GDP (current US$),NY.GDP.MKTP.CD,Jordan,JOR,35826925774.6479
GDP (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,221415572819.5
GDP (current US$),NY.GDP.MKTP.CD,Kenya,KEN,61445345999.0765
GDP (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,186066973.138634
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People’s Rep.",PRK,..
GDP (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,1411333926201.24
GDP (current US$),NY.GDP.MKTP.CD,Kosovo,XKX,7386891336.07536
GDP (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,162631763879.129
GDP (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,7468096566.71158
GDP (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,13268297521.6066
GDP (current US$),NY.GDP.MKTP.CD,Latvia,LVA,31352249349.5712
GDP (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,45730945273.6318
GDP (current US$),NY.GDP.MKTP.CD,Lesotho,LSO,2520952363.38624
GDP (current US$),NY.GDP.MKTP.CD,Liberia,LBR,2013000000
GDP (current US$),NY.GDP.MKTP.CD,Libya,LBY,..
GDP (current US$),NY.GDP.MKTP.CD,Liechtenstein,LIE,6663501418.90417
GDP (current US$),NY.GDP.MKTP.CD,Lithuania,LTU,48545251795.561
GDP (current US$),NY.GDP.MKTP.CD,Luxembourg,LUX,66298060521.7586
GDP (current US$),NY.GDP.MKTP.CD,"Macao SAR, China",MAC,55347998647.8196
GDP (current US$),NY.GDP.MKTP.CD,"Macedonia, FYR",MKD,11362272837.8818
GDP (current US$),NY.GDP.MKTP.CD,Madagascar,MDG,10673516672.6664
GDP (current US$),NY.GDP.MKTP.CD,Malawi,MWI,6054750320.3278
GDP (current US$),NY.GDP.MKTP.CD,Malaysia,MYS,338068990803.263
GDP (current US$),NY.GDP.MKTP.CD,Maldives,MDV,3094197810.2
GDP (current US$),NY.GDP.MKTP.CD,Mali,MLI,14004067516.3577
GDP (current US$),NY.GDP.MKTP.CD,Malta,MLT,11188785252.7566
GDP (current US$),NY.GDP.MKTP.CD,Marshall Islands,MHL,183114100
GDP (current US$),NY.GDP.MKTP.CD,Mauritania,MRT,5391475878.08153
GDP (current US$),NY.GDP.MKTP.CD,Mauritius,MUS,12803445933.5894
GDP (current US$),NY.GDP.MKTP.CD,Mexico,MEX,1298398654278.73
GDP (current US$),NY.GDP.MKTP.CD,"Micronesia, Fed. Sts.",FSM,318072000
GDP (current US$),NY.GDP.MKTP.CD,Moldova,MDA,7983271110.60446
GDP (current US$),NY.GDP.MKTP.CD,Monaco,MCO,..
GDP (current US$),NY.GDP.MKTP.CD,Mongolia,MNG,12226514746.1243
GDP (current US$),NY.GDP.MKTP.CD,Montenegro,MNE,4587928884.17142
GDP (current US$),NY.GDP.MKTP.CD,Morocco,MAR,109881398474.953
GDP (current US$),NY.GDP.MKTP.CD,Mozambique,MOZ,16961127045.8266
GDP (current US$),NY.GDP.MKTP.CD,Myanmar,MMR,65574726566.3779
GDP (current US$),NY.GDP.MKTP.CD,Namibia,NAM,12853963142.8124
GDP (current US$),NY.GDP.MKTP.CD,Nauru,NRU,117020381.931693
GDP (current US$),NY.GDP.MKTP.CD,Nepal,NPL,20002968837.9471
GDP (current US$),NY.GDP.MKTP.CD,Netherlands,NLD,879635084124.987
GDP (current US$),NY.GDP.MKTP.CD,New Caledonia,NCL,..
GDP (current US$),NY.GDP.MKTP.CD,New Zealand,NZL,200696291789.952
GDP (current US$),NY.GDP.MKTP.CD,Nicaragua,NIC,11880438824.4494
GDP (current US$),NY.GDP.MKTP.CD,Niger,NER,8245312136.56543
GDP (current US$),NY.GDP.MKTP.CD,Nigeria,NGA,568498939784.021
GDP (current US$),NY.GDP.MKTP.CD,Northern Mariana Islands,MNP,836000000
GDP (current US$),NY.GDP.MKTP.CD,Norway,NOR,498339751388.521
GDP (current US$),NY.GDP.MKTP.CD,Oman,OMN,81034395037.5246
GDP (current US$),NY.GDP.MKTP.CD,Pakistan,PAK,244360888750.807
GDP (current US$),NY.GDP.MKTP.CD,Palau,PLW,250900000
GDP (current US$),NY.GDP.MKTP.CD,Panama,PAN,49165773100
GDP (current US$),NY.GDP.MKTP.CD,Papua New Guinea,PNG,16928680397.4185
GDP (current US$),NY.GDP.MKTP.CD,Paraguay,PRY,30881166852.3116
GDP (current US$),NY.GDP.MKTP.CD,Peru,PER,201049665375.132
GDP (current US$),NY.GDP.MKTP.CD,Philippines,PHL,284584522898.935
GDP (current US$),NY.GDP.MKTP.CD,Poland,POL,545151778520.387
GDP (current US$),NY.GDP.MKTP.CD,Portugal,PRT,229629822121.601
GDP (current US$),NY.GDP.MKTP.CD,Puerto Rico,PRI,..
GDP (current US$),NY.GDP.MKTP.CD,Qatar,QAT,206224725274.725
GDP (current US$),NY.GDP.MKTP.CD,Romania,ROU,199493490982.921
GDP (current US$),NY.GDP.MKTP.CD,Russian Federation,RUS,2063662281005.13
GDP (current US$),NY.GDP.MKTP.CD,Rwanda,RWA,8016288347.03577
GDP (current US$),NY.GDP.MKTP.CD,Samoa,WSM,803574789.064072
GDP (current US$),NY.GDP.MKTP.CD,San Marino,SMR,..
GDP (current US$),NY.GDP.MKTP.CD,Sao Tome and Principe,STP,348463457.918686
GDP (current US$),NY.GDP.MKTP.CD,Saudi Arabia,SAU,756350347320.381
GDP (current US$),NY.GDP.MKTP.CD,Senegal,SEN,15308965398.5779
GDP (current US$),NY.GDP.MKTP.CD,Serbia,SRB,44210806365.6817
GDP (current US$),NY.GDP.MKTP.CD,Seychelles,SYC,1422530791.5588
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,5015157815.73406
GDP (current US$),NY.GDP.MKTP.CD,Singapore,SGP,308142766948.149
GDP (current US$),NY.GDP.MKTP.CD,Sint Maarten (Dutch part),SXM,..
GDP (current US$),NY.GDP.MKTP.CD,Slovak Republic,SVK,100760596988.198
GDP (current US$),NY.GDP.MKTP.CD,Slovenia,SVN,49530147015.8794
GDP (current US$),NY.GDP.MKTP.CD,Solomon Islands,SLB,1156563122.85602
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,5647000000
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,350850571747.123
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,13282084033.8983
GDP (current US$),NY.GDP.MKTP.CD,Spain,ESP,1375856057716.82
GDP (current US$),NY.GDP.MKTP.CD,Sri Lanka,LKA,79356456990.2891
GDP (current US$),NY.GDP.MKTP.CD,St. Kitts and Nevis,KNA,847778185.185185
GDP (current US$),NY.GDP.MKTP.CD,St. Lucia,LCA,1386188629.62963
GDP (current US$),NY.GDP.MKTP.CD,St. Martin (French part),MAF,..
GDP (current US$),NY.GDP.MKTP.CD,St. Vincent and the Grenadines,VCT,727912814.814815
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,82151588418.8325
GDP (current US$),NY.GDP.MKTP.CD,Suriname,SUR,5240606060.60606
GDP (current US$),NY.GDP.MKTP.CD,Swaziland,SWZ,4486261555.30421
GDP (current US$),NY.GDP.MKTP.CD,Sweden,SWE,573817719109.402
GDP (current US$),NY.GDP.MKTP.CD,Switzerland,CHE,702705544908.583
GDP (current US$),NY.GDP.MKTP.CD,Syrian Arab Republic,SYR,..
GDP (current US$),NY.GDP.MKTP.CD,Tajikistan,TJK,9236309138.04277
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,48197218326.7942
GDP (current US$),NY.GDP.MKTP.CD,Thailand,THA,406521561093.357
GDP (current US$),NY.GDP.MKTP.CD,Timor-Leste,TLS,1399000000
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,4482880424.33988
GDP (current US$),NY.GDP.MKTP.CD,Tonga,TON,443475142.084644
GDP (current US$),NY.GDP.MKTP.CD,Trinidad and Tobago,TTO,26175906133.4665
GDP (current US$),NY.GDP.MKTP.CD,Tunisia,TUN,47603227896.5659
GDP (current US$),NY.GDP.MKTP.CD,Turkey,TUR,934167774215.031
GDP (current US$),NY.GDP.MKTP.CD,Turkmenistan,TKM,43524210526.3158
GDP (current US$),NY.GDP.MKTP.CD,Turks and Caicos Islands,TCA,..
GDP (current US$),NY.GDP.MKTP.CD,Tuvalu,TUV,37259689.9224806
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,27927875335.8068
GDP (current US$),NY.GDP.MKTP.CD,Ukraine,UKR,133503411375.739
GDP (current US$),NY.GDP.MKTP.CD,United Arab Emirates,ARE,403197682887.717
GDP (current US$),NY.GDP.MKTP.CD,United Kingdom,GBR,2998833559195.71
GDP (current US$),NY.GDP.MKTP.CD,United States,USA,17393103000000
GDP (current US$),NY.GDP.MKTP.CD,Uruguay,URY,57236013077.5187
GDP (current US$),NY.GDP.MKTP.CD,Uzbekistan,UZB,63067077178.5381
GDP (current US$),NY.GDP.MKTP.CD,Vanuatu,VUT,814954306.971033
GDP (current US$),NY.GDP.MKTP.CD,"Venezuela, RB",VEN,..
GDP (current US$),NY.GDP.MKTP.CD,Vietnam,VNM,186204652922.262
GDP (current US$),NY.GDP.MKTP.CD,Virgin Islands (U.S.),VIR,3624000000
GDP (current US$),NY.GDP.MKTP.CD,West Bank and Gaza,PSE,12715600000
GDP (current US$),NY.GDP.MKTP.CD,"Yemen, Rep.",YEM,43228583935.0365
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,27150630607.2032
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,15834069900
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Afghanistan,AFG,1.31253090764642
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Albania,ALB,1.79999999809164
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Algeria,DZA,3.78912121166823
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,American Samoa,ASM,1.4240506329114
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Andorra,AND,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Angola,AGO,4.80447270408375
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Antigua and Barbuda,ATG,4.60279330792024
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,-2.51261532081396
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Armenia,ARM,3.6000000009613
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Aruba,ABW,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Australia,AUS,2.60945747981651
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Austria,AUT,0.644844831726999
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Azerbaijan,AZE,2
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Bahamas, The",BHS,-0.527240773286465
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bahrain,BHR,4.34984232980895
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bangladesh,BGD,6.06109305375394
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Barbados,BRB,0.0631540959942214
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belarus,BLR,1.72308600279749
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belgium,BEL,1.64618342341653
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belize,BLZ,4.08103402067577
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Benin,BEN,6.35752095280107
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bermuda,BMU,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,5.74545516756977
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,5.460569751994
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bosnia and Herzegovina,BIH,1.08187567036184
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Botswana,BWA,4.14925273422297
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,0.503961790897151
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,British Virgin Islands,VGB,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,-2.349746749517
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,1.32884972234031
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,4.18594474555916
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,4.66091818447367
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,0.61121268338205
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,7.07152535162557
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,5.9269649592194
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,2.56529927402018
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,1.04001804711078
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,6.89998504532167
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,1.9096933583734
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,7.29766595938959
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,4.39360833969515
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,2.06163946899515
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",COD,9.50996356456302
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,6.77994095325852
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,3.65680363300727
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,8.79407739034323
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,-0.491757526820308
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,1.04757663187654
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,-1.53145163363409
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czech Republic,CZE,2.71511613157801
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,1.67593432005158
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,6.00019432397339
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,4.18696309141492
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,7.6089648355893
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,3.992708508769
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,2.91591187985742
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,1.42547572993041
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,-0.694533428473534
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,2.82290696669722
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,10.2574929647496
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,5.44646935811879
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,-0.631728090593853
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,0.947586471279067
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,4.31487712529
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,0.877460638350016
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,4.62333165998035
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,1.59533809824777
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,3.98586562415207
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,0.352849232575196
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,-0.81575376264496
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,7.3567702653405
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,1.26009056900965
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,4.1744006274312
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,0.39999860108793
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,2.54107510914379
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,3.8409152819396
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,2.81014849836853
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,3.0580805621437
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,2.76240815517149
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,4.04732118010025
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,1.92514397594769
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,7.50522023271125
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,5.00666842575524
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,4.34334340221696
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,0.699999999999989
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,8.4623619411508
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMN,5.031141620253
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,3.16304703399372
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,0.113671536877519
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,0.694621084436164
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,0.335664786488039
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,3.09633027522935
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,4.20000000017015
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,5.35183985776249
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,2.40868769930047
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People’s Rep.",PRK,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,3.34144776129996
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,XKX,1.2185338565946
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kuwait,KWT,0.500109942369747
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kyrgyz Republic,KGZ,4.02403862892812
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lao PDR,LAO,7.61351648725599
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latvia,LVA,2.11991877921776
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lebanon,LBN,1.79999999999336
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lesotho,LSO,2.27747489338374
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liberia,LBR,0.701141635823376
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Libya,LBY,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liechtenstein,LIE,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lithuania,LTU,3.49501616468531
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Luxembourg,LUX,5.6269308136692
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macao SAR, China",MAC,-1.20114920415048
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macedonia, FYR",MKD,3.62964130783041
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Madagascar,MDG,3.31585414897401
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malawi,MWI,5.70000000377209
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malaysia,MYS,6.01216652008209
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Maldives,MDV,5.99732642311237
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mali,MLI,7.04335620365953
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malta,MLT,8.30563382125693
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Marshall Islands,MHL,-0.94969113032684
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritania,MRT,5.57954385444512
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritius,MUS,3.74457443095586
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mexico,MEX,2.26533394480755
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Micronesia, Fed. Sts.",FSM,-3.40290533062534
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Moldova,MDA,4.799999749427
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Monaco,MCO,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mongolia,MNG,7.88522582884053
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Montenegro,MNE,1.78370896439661
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Morocco,MAR,2.55110961087242
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mozambique,MOZ,7.44383742854022
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Myanmar,MMR,7.99124334352032
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Namibia,NAM,6.45880961469447
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nauru,NRU,36.5240980933161
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nepal,NPL,5.98898466088025
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Netherlands,NLD,1.41969029584088
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Caledonia,NCL,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Zealand,NZL,3.40453531808349
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nicaragua,NIC,4.78546013589984
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Niger,NER,7.04979794804296
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nigeria,NGA,6.30971825251392
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Northern Mariana Islands,MNP,2.87581699346404
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Norway,NOR,1.91881952572395
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Oman,OMN,2.54156146443127
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pakistan,PAK,4.67470798143725
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Palau,PLW,4.25652667423384
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Panama,PAN,6.05333405751874
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Papua New Guinea,PNG,8.5339018016779
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Paraguay,PRY,4.72233374488668
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Peru,PER,2.35433303756285
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Philippines,PHL,6.14529878641636
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Poland,POL,3.28257009347972
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Portugal,PRT,0.893093761869437
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Puerto Rico,PRI,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Qatar,QAT,3.97888214728583
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Romania,ROU,3.07630230971144
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Russian Federation,RUS,0.731458211879385
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Rwanda,RWA,7.61961015948023
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Samoa,WSM,1.19614733672142
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,San Marino,SMR,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sao Tome and Principe,STP,6.20768173352249
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Saudi Arabia,SAU,3.65248170123174
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Senegal,SEN,4.31105102226705
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Serbia,SRB,-1.8313011070928
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Seychelles,SYC,3.31698502839444
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sierra Leone,SLE,4.55677236615293
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Singapore,SGP,3.57226722788752
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sint Maarten (Dutch part),SXM,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovak Republic,SVK,2.57085259277925
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovenia,SVN,3.10628019333301
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Solomon Islands,SLB,1.50742629128797
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Somalia,SOM,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Africa,ZAF,1.69959761772472
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Sudan,SSD,3.37364847715736
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Spain,ESP,1.37899828702557
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sri Lanka,LKA,4.9607192066581
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Kitts and Nevis,KNA,5.96305655603146
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Lucia,LCA,0.371774911427906
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Martin (French part),MAF,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Vincent and the Grenadines,VCT,1.15211620650193
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sudan,SDN,2.67941181278037
